d,f,c,thre_inc,n_modes,n_fvs,svm_acc,svm_std,lda_acc,lda_std
0,1,1,25,16,1552,0.8850,0.0320,0.8500,0.0298
0,1,1,30,16,1872,0.9000,0.0247,0.8667,0.0357
0,1,1,35,16,2192,0.8967,0.0379,0.8700,0.0386
0,1,1,40,16,2512,0.8783,0.0448,0.8650,0.0320
0,1,1,45,16,2832,0.8750,0.0250,0.8600,0.0300
0,1,1,50,16,3152,0.8850,0.0376,0.8583,0.0417
0,1,1,55,16,3472,0.8767,0.0496,0.8650,0.0529
0,1,1,60,16,3792,0.8967,0.0364,0.8617,0.0522
0,1,1,65,16,4112,0.8783,0.0358,0.8617,0.0454
0,1,1,70,16,4432,0.8800,0.0364,0.8700,0.0379
0,1,1,10,18,666,0.8950,0.0259,0.8517,0.0320
0,1,1,20,18,1386,0.8900,0.0374,0.8567,0.0416
0,1,1,25,18,1746,0.8917,0.0335,0.8550,0.0380
0,1,1,30,18,2106,0.9033,0.0379,0.8750,0.0417
0,1,1,35,18,2466,0.8933,0.0300,0.8700,0.0332
0,1,1,40,18,2826,0.8767,0.0238,0.8583,0.0403
0,1,1,45,18,3186,0.8933,0.0271,0.8683,0.0431
0,1,1,50,18,3546,0.8867,0.0440,0.8667,0.0387
0,1,1,55,18,3906,0.8817,0.0320,0.8600,0.0309
0,1,1,60,18,4266,0.9067,0.0309,0.8700,0.0371
0,1,1,65,18,4626,0.8783,0.0422,0.8600,0.0528
0,1,1,70,18,4986,0.8750,0.0449,0.8750,0.0544
0,1,1,10,20,740,0.9033,0.0407,0.8567,0.0467
0,1,1,20,20,1540,0.8867,0.0427,0.8633,0.0414
0,1,1,25,20,1940,0.9000,0.0342,0.8583,0.0367
0,1,1,30,20,2340,0.8900,0.0309,0.8750,0.0501
0,1,1,35,20,2740,0.8967,0.0277,0.8783,0.0478
0,1,1,40,20,3140,0.8817,0.0252,0.8633,0.0267
0,1,1,45,20,3540,0.8900,0.0291,0.8733,0.0455
0,1,1,50,20,3940,0.8900,0.0429,0.8750,0.0436
0,1,1,55,20,4340,0.8967,0.0371,0.8750,0.0430
0,1,1,60,20,4740,0.9000,0.0428,0.8850,0.0411
0,1,1,65,20,5140,0.8950,0.0460,0.8683,0.0456
0,1,1,70,20,5540,0.8817,0.0398,0.8733,0.0396
0,1,1,10,22,814,0.8867,0.0233,0.8633,0.0420
0,1,1,20,22,1694,0.8767,0.0318,0.8600,0.0403
0,1,1,25,22,2134,0.8800,0.0314,0.8600,0.0335
0,1,1,30,22,2574,0.8933,0.0367,0.8650,0.0383
0,1,1,35,22,3014,0.8733,0.0343,0.8700,0.0348
0,1,1,40,22,3454,0.8817,0.0283,0.8683,0.0404
0,1,1,45,22,3894,0.8917,0.0281,0.8733,0.0507
0,1,1,50,22,4334,0.8900,0.0359,0.8750,0.0403
0,1,1,55,22,4774,0.8917,0.0375,0.8700,0.0277
0,1,1,60,22,5214,0.8883,0.0373,0.8733,0.0367
0,1,1,65,22,5654,0.8917,0.0423,0.8700,0.0371
0,1,1,70,22,6094,0.8867,0.0393,0.8733,0.0423
0,1,1,10,24,888,0.8950,0.0248,0.8483,0.0391
0,1,1,20,24,1848,0.8933,0.0318,0.8633,0.0393
0,1,1,25,24,2328,0.9017,0.0345,0.8650,0.0418
0,1,1,30,24,2808,0.8850,0.0376,0.8683,0.0411
0,1,1,35,24,3288,0.8800,0.0521,0.8683,0.0437
0,1,1,40,24,3768,0.8900,0.0200,0.8667,0.0387
0,1,1,45,24,4248,0.8833,0.0333,0.8733,0.0442
0,1,1,50,24,4728,0.8967,0.0314,0.8633,0.0420
0,1,1,55,24,5208,0.8833,0.0298,0.8850,0.0293
